lat,lon
41.34,46.40
41.02,43.53
41.27,44.34
41.25,46.15
41.25,48.53
41.22,48.31
40.46,43.51
41.00,44.24
40.32,44.23
40.50,44.26
40.52,45.09
40.34,45.00
40.43,46.25
40.38,47.09
40.39,47.45
40.32,48.56
40.38,48.38
40.17,44.21
40.08,43.54
40.09,44.24
39.56,44.31
39.59,46.56
39.49,46.45
39.30,46.02
39.46,47.45
39.12,46.27
39.28,48.33
38.44,48.50
44.51,65.30
43.38,51.11
43.53,57.53
43.09,64.20
42.58,54.06
42.29,59.37
42.19,69.42
42.57,72.45
42.31,72.13
41.02,57.46
41.45,59.49
41.35,60.39
41.44,64.37
41.54,70.22
40.47,55.20
40.08,65.21
40.07,67.50
40.49,68.41
40.13,69.42
40.59,71.35
40.55,72.57
40.42,72.54
40.23,71.45
39.19,58.36
39.47,64.29
39.05,63.36
39.30,67.36
39.54,68.59
37.28,53.58
38.59,56.17
38.48,65.46
39.00,70.18
38.28,70.47
38.10,72.38
39.01,73.33
37.36,62.11
37.50,65.12
37.49,68.47
37.15,69.05
36.32,61.13
35.17,62.21
37.03,41.13
36.30,40.45
35.56,39.01
35.19,40.09
34.33,38.18
32.30,38.12
26.26,49.48
24.42,46.44
36.19,43.09
36.09,44.00
35.33,45.27
33.14,44.14
30.34,47.47
37.07,70.31
36.42,67.12
36.40,68.55
36.05,68.39
35.56,64.46
34.13,62.13
34.33,69.13
31.30,65.51
21.24,39.12
26.16,50.39
24.26,54.28
26.13,56.14
21.22,57.03
15.31,44.11
14.45,42.59
13.41,44.08
12.40,45.02
12.38,53.54
31.31,74.24
22.47,89.32
33.59,74.47
28.34,77.07
27.03,88.16
25.27,81.44
23.04,72.37
18.54,72.49
15.23,73.49
12.57,77.38
8.28,76.57
37.33,126.48
37.28,126.26
35.11,128.56
34.45,126.23
33.31,126.30
39.37,140.13
38.08,140.55
38.15,140.21
37.45,140.28
36.57,140.54
36.42,137.12
36.03,136.14
36.15,137.58
35.15,136.56
35.45,139.21
35.26,139.39
35.33,139.46
35.46,140.23
35.38,139.51
35.19,138.52
35.01,135.44
34.39,133.55
34.47,135.27
34.26,132.55
33.35,130.27
32.49,130.43
30.22,130.40
32.55,129.55
26.11,127.39
20.33,99.16
6.20,99.44
5.23,103.06
4.34,101.06
4.28,101.22
1.21,103.54
21.01,105.48
10.49,106.40
13.22,103.51
36.03,103.53
39.58,119.48
37.30,122.07
34.18,108.56
32.06,120.52
31.20,118.21
31.46,119.57
31.24,121.28
23.06,121.22
22.37,120.16
20.15,0.59
18.26,1.21
16.43,-3.00
16.16,-0.03
14.31,-4.05
20.56,-17.02
8.37,-13.12
27.58,34.23
13.37,25.20
13.10,30.14
12.03,24.53
11.00,29.43
9.33,31.39
4.52,31.36
15.17,38.55
15.37,39.27
9.30,44.05
9.31,45.34
8.44,38.57
0.03,18.16
1.13,19.48
3.45,8.46
3.50,11.31
11.51,13.05
11.10,-4.20
9.30,-7.34
7.23,-7.31
6.15,-10.21
37.16,42.24
71.18,-156.47
61.15,-149.48
57.09,-170.13
44.38,-63.30
44.13,-76.36
46.54,-71.30
48.22,-89.19
50.13,-66.16
49.54,-97.14
50.26,-104.40
63.45,-68.33
68.49,-93.26
58.44,-94.04
68.18,-133.29
28.06,-80.39
31.32,-84.11
33.33,-86.46
26.32,-81.45
29.18,-94.48
34.03,-117.36
35.16,-75.33
34.50,-92.15
36.12,-95.53
37.22,-121.56
37.31,-77.19
38.49,-104.43
39.13,-106.52
39.45,-104.52
38.42,-121.35
37.37,-114.31
37.45,-122.13
41.56,-72.41
43.06,-78.57
40.12,-76.46
40.21,-79.56
42.12,-89.06
41.07,-95.54
43.36,-110.44
44.48,-68.50
44.16,-71.18
44.31,-109.01
45.48,-108.33
47.29,-111.22
48.18,-114.16
26.04,-80.09
25.52,-100.14
21.01,-86.51
19.26,-99.05
21.27,-71.09
21.31,-71.32
23.08,-81.17
20.48,-76.19
22.25,-83.41
23.10,-82.21
21.47,-79.59
22.31,-78.27
22.08,-80.27
22.58,-82.23
19.45,-72.11
18.34,-72.18
18.11,-73.44
18.49,-71.18
18.25,-68.56
17.42,-64.48
18.27,-64.32
18.20,-64.58
13.43,-89.12
13.26,-89.03
12.09,-86.10
9.58,-84.50
9.03,-79.22
17.07,-61.47
15.52,-61.16
14.02,-61.01
13.04,-59.29
12.09,-68.17
10.43,-71.44
10.36,-66.59
10.30,-66.53
10.55,-63.58
8.36,-71.11
10.10,-67.56
0.03,-51.04
13.33,144.50
8.44,167.44
2.10,98.56
8.29,124.38
27.23,-82.38
32.59,-97.19
22.09,-49.04
9.36,28.26
11.59,121.55
27.35,84.10
33.45,-116.24
20.30,-105.15
17.01,121.00
36.12,44.01
61.56,9.52
27.45,-15.39
41.14,-111.59
40.39,-111.30
40.31,-111.25
40.15,-111.40
21.00,-107.00
32.00,-119.00
37.00,-123.00
48.00,-130.00
47.13,-86.23
18.30,-69.18
19.19,-70.15
19.13,-70.31
19.27,-72.41
17.37,-71.25
19.52,-71.39
19.05,-69.36
18.15,-71.40
63.23,13.12
62.30,12.36
68.26,18.09
35.11,-118.37
39.38,-106.22
9.02,7.27
35.25,51.09
34.51,136.48
0.09,21.00
35.14,140.23
66.00,57.33
35.24,116.34
64.41,24.29
62.14,74.32
63.50,23.08
62.19,27.52
25.56,111.04
14.52,120.14
41.34,123.28
39.06,117.10
51.07,71.22
19.16,-99.41
28.46,-81.15
48.25,39.23
56.39,-111.13
23.50,90.24
13.11,77.42
10.09,76.24
11.08,75.57
17.15,78.25
9.51,34.35
14.40,-17.04
11.00,-64.00
12.00,-61.00
15.00,-60.00
16.00,-55.00
17.24,-24.29
18.00,-43.00
18.00,-62.00
19.00,-65.00
20.00,-30.00
21.00,-80.00
24.00,-76.00
25.00,-20.00
26.18,-16.44
27.00,-78.00
27.31,-13.52
29.00,-18.00
30.00,-15.00
34.00,-17.00
41.47,-15.28
42.21,-35.19
42.58,-24.49
42.52,-45.49
45.41,-52.22
47.04,-14.42
47.00,-25.42
47.31,-35.22
48.13,-45.21
52.08,-15.08
52.25,-44.22
53.03,-25.10
52.53,-35.25
53.17,-52.50
53.39,-12.37
56.28,-45.35
57.22,-15.42
57.00,-20.00
57.01,-35.29
57.11,-55.12
57.34,-12.03
57.56,-24.53
58.05,-43.28
59.02,-21.43
60.00,-15.00
60.28,-31.13
60.16,-49.59
61.11,-38.30
64.00,-58.00
64.45,-30.33
41.00,-70.00
70.00,-60.00
53.00,-98.00
27.32,34.04
28.25,34.35
62.20,4.23
62.00,19.31
63.04,0.07
62.48,18.48
64.00,7.00
63.30,21.00
65.00,23.31
66.00,2.00
65.31,8.35
68.33,14.03
72.09,25.17
74.39,19.43
76.58,7.19
