"lat","lon","name"
49.18,12.5,"DE|BY|Upper Palatinate"
48.36,13.39,"AT|Upper Austria|Oberösterreich"
34.53,33.38,""
42.22,19.15,"ME|Bar Municipality|Opština Bar"
47.53,11.22,"DE|BY|Oberbayern"
27.54,102.16,"CN|Si Chuan Sheng|Sichuan"
41.04,23.34,"GR|Decentralized Administration of Macedonia and Thrace|Central Macedonia"
49.56,7.18,"DE|SL|Landkreis St. Wendel"
40.44,8.34,"IT|Sardinia|SS"
47.26,9.24,"CH|SG|Toggenburg"
51.51,10.46,"DE|TH|EIC"
52.43,2.18,""
50.08,1.5,"FR|Hauts-de-France|Somme"
48.51,10.21,"DE|BW|TÜ"
48.58,12.5,"DE|BY|Niederbayern"
52.59,7.22,"DE|NDS|Emsland"
50.08,7.5,"DE|RP|Rhein-Hunsrück-Kreis"
50.08,9.25,"DE|BY|Lower Franconia"
30.31,35.32,"JO|Aqaba Governorate|Wadi Araba Sub-District"
52.34,13.19,"DE|BB|Potsdam-Mittelmark"
51.22,11.17,"DE|TH|SÖM"
50.28,6.11,"BE|Région Wallonne|Wallonia"
48.03,33.13,"UA|Dnipropetrovs'ka oblast|Dnipropetrovsk Oblast"
51.58,13.25,"DE|BB|Elbe-Elster"
49.59,7.47,"DE|RP|KUS"
50.09,11.44,"DE|BY|Oberfranken"
49.39,9.14,"DE|BW|KA"
49.34,10.44,"DE|BY|Mittelfranken"
30.08,31.24,"EG|Cairo Governorate|Rod El Farag"
47.18,12.47,"AT|Salzburg|Zell am See"
31.16,35.45,"IL|South District|Be'er Sheva"
53.14,9.39,"DE|NDS|Rotenburg (Wümme)"
43.41,10.23,"IT|Tuscany|LI"
43.11,0,"FR|Occitanie|Hautes-Pyrénées"
13.29,2.1,"NE|Tillabéri Region|Tillabéri"
43.52,4.24,"FR|Occitanie|Gard"
46.24,8.08,"CH|VS|Brig"
50.05,8,"DE|HE|DA"
47.58,8,"DE|BW|Freiburg"
22.32,59.29,"OM|Ash Sharqiyah South Governorate|Taui Aixa"
49.4,8.01,"DE|RP|Landkreis Bad Dürkheim"
47.36,8.11,"CH|AG|Aarau"
53.01,13.43,"DE|BB|Oberhavel"
49.42,7.5,"DE|RP|KL"
36.42,30.44,"TR|Antalya|Kemer"
34.58,30.25,""
51.46,7.45,"DE|NRW|Arnsberg"
53.3,11,"DE|NDS|LG"
53.3,12,"DE|BB|MV"
50.43,6.47,"DE|NRW|K"
53.3,14,"DE|BB|UM"
46.13,7.2,"CH|VS|Martigny"
52.05,9.25,"DE|NDS|Detmold"
42.26,19.17,"ME|Podgorica Municipality|Golubovci Urban Municipality"
50.58,7.11,"DE|RP|K"
50.33,11.47,"DE|BY|Oberfranken"
27.32,34.04,"EG"
50.58,9.47,"DE|HE|GI"
48.26,7.59,"FR|Grand Est|Bas-Rhin"
50.16,7.21,"DE|RP|Cochem-Zell"
52.08,11.47,"DE|SA|Börde"
45.39,6.43,"FR|Auvergne-Rhône-Alpes|Savoie"
48.46,8.15,"DE|BW|Freiburg"
53.33,11.47,"DE|MV|PCH"
46.18,28.38,"MD|Raionul Cantemir|Cantemir District"
70.04,24.59,"NO|Troms og Finnmark fylke|Porsanger Municipality"
54.23,18.28,"PL|Pomorskie|Pomeranian Voivodeship"
63.3,21,"FI|Ostrobothnia|Vaasa Province"
53.46,8.4,"DE|NDS|Wesermarsch"
56.16,15.17,"SE|Blekinge län|Blekinge County"
58.26,12.43,"SE|Västra Götalands län|Västra Götaland County"
56.5,53.27,"RU|Udmurtskaja Respublika|Udmurt Republic"
44.43,37.51,""
52,10.38,"DE|NDS|GS"
18.08,55.11,"OM|Dhofar Governorate|Rahab Village"
50.37,8.58,"DE|HE|DA"
52.19,11.5,"DE|SA|Börde"
55.44,24.25,"LT|Kaunas County|Kauno apskr."
50.55,12.22,"DE|SN|V"
50.02,5.24,"BE|Région Wallonne|Wallonia"
47.46,12.37,"AT|Tirol|Tyrol"
34.02,23.4,""
51.08,6.22,"DE|NRW|K"
32.43,109.02,"CN|Shan Xi Sheng|Shaanxi"
52.35,7.43,"DE|NDS|MS"
49.23,10.11,"DE|BW|Süd"
49.13,12.4,"DE|BY|Oberpfalz"
49.13,10.15,"DE|BW|Süd"
49.23,12.36,"DE|BY|Oberpfalz"
46.55,9,"CH|TI|Blenio District"
39.49,46.45,"AM|Syunik Province|Khndzoresk"
47.42,8.44,"CH|ZH|Dietikon District"
53.04,7.54,"DE|NDS|Leer (Ostfriesland)"
52.29,10.33,"DE|NDS|PE"
55.38,12.4,"DK|Klippinge"
56.19,160.5,"RU|Kamchatka Krai|Ust-Kamchatsky District"
50.23,10.11,"DE|BY|Unterfranken"
50.23,11.11,"DE|BY|Oberfranken"
53.04,8.33,"DE|NDS|OL"
36.25,25.26,"GR|Santorini|Eschati"
52.38,10.4,"DE|NDS|GF"
48.04,14.08,"AT|Upper Austria|Oberösterreich"
44.48,20.28,"RS|Vojvodina|City of Belgrade"
48.04,10.58,"DE|BY|Swabia"
49.37,9.05,"DE|BW|KA"
50.29,12.08,"DE|BY|Oberfranken"
48.49,9.3,"DE|BW|TÜ"
40.07,9.15,"IT|Sardegna|Sardinia"
74.39,19.43,"SJ|Svalbard|Bjørnøya"
51.04,12.08,"DE|SA|BLK"
51.12,10.3,"DE|TH|KS"
54.48,105.13,"RU|Irkutsk Oblast|Zhigalovsky District"
45.2,19.51,"RS|Vojvodina|South Backa District"
49.44,12.22,"DE|BY|Oberpfalz"
51.49,10.3,"DE|TH|EIC"
49.56,1.06,"FR|Normandie|Normandy"
62.12,21.1,"FI|Ostrobothnia|Sydösterbotten"
50.44,7.11,"DE|RP|Ahrweiler"
47.44,8,"CH|AG|Laufenburg"
50.44,11.22,"DE|TH|SON"
32.33,35.51,""
50.52,7.1,"DE|RP|K"
55.3,10.44,"DK|Region of Southern Denmark|Faaborg-Midtfyn Municipality"
49.52,8.2,"DE|RP|Landkreis Bad Dürkheim"
54.05,11.44,"DE|MV|NWM"
56.29,6.15,""
48.02,7.35,"FR|Grand Est|Haut-Rhin"
49.57,9.4,"DE|BW|KA"
50.46,11.59,"DE|TH|Upper Franconia"
50.32,6.2,"BE|Région Wallonne|Wallonia"
51.07,9.4,"DE|HE|KS"
48.21,11.59,"DE|BY|Upper Bavaria"
53.1,0.31,"GB|England|Lincolnshire"
42.5,41.4,"GE"
38,11.1,""
52.04,13.3,"DE|BB|Teltow-Fläming"
48.47,12.58,"DE|BY|Niederbayern"
40.32,44.23,"AM|Aragatsotn Province|Aghdzk"
35,24.45,"GR|Rethimno"
52.13,8.12,"DE|NDS|OS"
44.06,15.21,"HR|Zadar County|Zadarska županija"
49.24,7.26,"DE|SL|Saarpfalz-Kreis"
54.06,13.49,"DE|MV|Landkreis Vorpommern-Greifswald"
48.19,11.19,"DE|BY|Oberbayern"
52.31,3.31,""
40.45,104.3,"CN|Inner Mongolia|Nei Meng Gu Zi Zhi Qu"
28.34,77.07,"IN|HR|Ghamroj"
49.45,8.38,"DE|RP|KA"
51.09,12.07,"DE|SA|BLK"
51.09,7.41,"DE|NRW|K"
48.13,8.59,"DE|BW|Freiburg"
50.59,7.41,"DE|RP|K"
53.36,13.49,"DE|MV|Mecklenburgische Seenplatte"
53.36,9.49,"DE|NDS|Rotenburg (Wümme)"
40.59,27.33,"TR|Tekirdağ|Şarköy"
45.53,28.14,"RO|GL|Municipiul Galați"
54.07,11.37,"DE|MV|NWM"
29.33,35,"SA|Tabuk Province|Haql"
54.07,13.37,"DE|MV|Landkreis Vorpommern-Greifswald"
49.04,9.02,"DE|BW|Süd"
47.03,12.57,"AT|Tyrol|Tirol"
48.11,12.49,"DE|BY|Oberbayern"
60.15,25.03,"FI|Uusimaa|Helsinki"
50.54,12.02,"DE|SN|V"
50.06,6.48,"DE|RP|Eifelkreis Bitburg-Prüm"
51.56,8.46,"DE|NRW|Arnsberg"
51.56,10.21,"DE|NDS|GÖ"
53.47,21.35,"PL|Warmińsko-Mazurskie|Warmian-Masurian Voivodeship"
48.31,9.46,"DE|BW|TÜ"
46.29,8.02,"CH|VS|Brig District"
54.01,9.56,"DE|SH|Steinburg"
56.18,9.07,"DK|Central Denmark Region|Herning Municipality"
47.57,8.59,"CH|ZH|Andelfingen"
42.39,23.23,"BG|Sofiyska oblast|Sofia Province"
47.34,10.26,"DE|BY|Schwaben"
40.47,55.2,"TM|Balkan"
51.01,11.56,"DE|TH|Weimarer Land"
51.01,10.31,"DE|TH|KS"
43.53,57.53,"UZ|Republic of Karakalpakstan|Kungrad District"
50.51,13.56,"CZ|Ústecký kraj|Ústí nad Labem Region"
48.57,13.34,"DE|BY|Niederbayern"
46.14,10.49,"IT|Lombardy|BS"
50.07,11.34,"DE|BY|Oberfranken"
50.51,6.53,"DE|NRW|K"
51.03,11.07,"DE|TH|SÖM"
48.43,11.32,"DE|BY|Oberbayern"
48.41,13.55,"AT|Upper Austria|Oberösterreich"
48.41,13.3,"DE|BY|Niederbayern"
50.47,12.52,"DE|SN|Erzgebirgskreis"
50.2,7.3,"DE|RP|Cochem-Zell"
51.34,14.29,"DE|SN|BZ"
47.43,12.07,"AT|Tyrol|Tirol"
50.47,7.01,"DE|RP|Landkreis Ahrweiler"
32.22,35.45,""
49.47,12.02,"DE|BY|Upper Palatinate"
51.41,10.3,"DE|TH|EIC"
49.09,10.04,"DE|BW|Süd"
42.43,29.14,""
52.38,1.18,"GB|England|Norfolk"
47.4,11.14,"DE|AT|Tyrol"
41.41,44.57,"GE|Kvemo Kartli|Vanati"
27.13,56.22,"IR|Hormozgan Province|Bandarabbas"
48.06,11.18,"DE|BY|Oberbayern"
37.17,13.32,"IT"
47.26,8.31,"CH|AG|Muri"
54.31,10.43,"DE|SH|Kreis Plön"
48.4,9.11,"DE|BW|TÜ"
54.18,13.04,"DE|MV|Vorpommern-Rügen"
68.22,23.36,"FI|Lapland|Tunturi Lapland"
47.26,7.53,"CH|SO|Lebern"
42.14,43.59,"GE|Shida Kartli|Utslevi"
48.16,13.02,"AT|Upper Austria|Oberösterreich"
46.01,6.53,"FR|Auvergne-Rhône-Alpes|Haute-Savoie"
47.39,9.46,"CH|AR|Mittelland"
49.01,2.32,"FR|IDF|Val-d'Oise"
48.51,12.03,"DE|BY|Niederbayern"
18.26,1.21,"ML|Kidal Region|Région de Kidal"
53.08,14.07,"DE|BB|gryfiński"
50.41,14.02,"CZ|Ústecký kraj|Ústí nad Labem Region"
50.39,10.46,"DE|TH|Lower Franconia"
34.52,48.32,"IR|Hamadan Province|Faryazan"
51.14,10.46,"DE|TH|Unstrut-Hainich-Kreis"
50.28,4.27,"BE|Région Wallonne|Wallonia"
21.24,39.12,"SA|Makkah Province|Jiddah"
53.41,8.52,"DE|NDS|CUX"
48.18,9.04,"DE|BW|TÜ"
49.35,9.24,"DE|BW|KA"
50.48,7.12,"DE|RP|Landkreis Ahrweiler"
27.42,85.22,"NP|Bagmati Province|Makawanpur"
41.58,21.39,"MK|Municipality of Dolneni|Strovija"
49.35,7.37,"DE|SL|Saarpfalz-Kreis"
59.03,80.57,"RU|Tomsk Oblast|Kargasoksky District"
44.33,19.14,"RS|Republika Srpska|Mačvanski okrug"
44.33,6.16,"FR|Provence-Alpes-Côte d'Azur|Alpes-de-Haute-Provence"
34.35,32.59,""
47.15,10.11,"AT|Vorarlberg|Bludenz"
49.36,10.18,"DE|BY|Mittelfranken"
51.3,9.57,"DE|HE|KS"
51.3,9.07,"DE|HE|KS"
46.41,17.1,"HU|Somogy County|Csurgó District"
46.41,21.1,"HU|Békés County|Mezőkovácsháza District"
52.5,13.48,"DE|BE|BAR"
50.05,6.16,"DE|RP|Clervaux"
51.17,14.07,"DE|SN|BZ"
49.55,12.07,"DE|BY|Oberpfalz"
49.55,12.32,"DE|BY|Oberpfalz"
50.36,12.43,"DE|SN|V"
48.3,10.07,"DE|BY|Schwaben"
52.02,10.58,"DE|NDS|WF"
62.48,18.48,""
41.46,123.26,"CN|Liao Ning Sheng|Liaoning"
51.02,7.04,"DE|NRW|K"
46.5,12.48,"IT|Veneto|BL"
1.21,103.54,""
36.24,28.05,"GR|Decentralized Administration of the Aegean|Southern Aegean"
30.57,88.38,"CN|Tibet|Nagqu"
41.09,1.1,"ES|CT|T"
49.08,9.29,"DE|BW|Süd"
49.27,9.33,"DE|BW|Süd"
49.27,8.33,"DE|RP|GER"
42.26,12.03,"IT|Lazio|VT"
50.43,10.01,"DE|BY|Unterfranken"
49.38,9.5,"DE|BW|Süd"
48.46,10.47,"DE|BY|Schwaben"
40.5,8.23,"IT|Sardinia|SS"
50.14,11.43,"DE|BY|Oberfranken"
49.12,7.45,"FR|Grand Est|Moselle"
67.09,20.39,"SE|Norrbottens län|Norrbotten County"
47.48,11.49,"AT|Tyrol|Tirol"
39.55,25.14,"GR|Limnos|Roumpos"
50.37,10.4,"DE|BY|Unterfranken"
46.49,6.56,"CH|VD|Ouest lausannois"
52.14,10.43,"DE|NDS|WF"
48.44,11.57,"DE|BY|Oberbayern"
48.44,9.57,"DE|BW|TÜ"
51.05,7.02,"DE|NRW|K"
45.02,33.58,""
47.35,10.43,"AT|Tirol|Tyrol"
63.48,20.17,"SE"
50.19,11.07,"DE|BY|Oberfranken"
48.25,8.2,"DE|BW|Freiburg"
50.5,7.1,"DE|RP|K"
50.5,6.1,"BE|Région Wallonne|Wallonia"
52.17,7.52,"DE|NRW|MS"
47.5,12.2,"AT|Tirol|Tyrol"
53.42,17.33,"PL|Kujawsko-Pomorskie|Kuyavian-Pomeranian Voivodeship"
42.52,41.08,""
36.58,127.57,"KR|Chungcheongbuk-do|Cheongwon-gun"
47.32,13,"AT|Salzburg|Zell am See"
53.27,9.3,"DE|NDS|Rotenburg (Wümme)"
47.46,15.19,"AT|Styria|Steiermark"
54.24,10.15,"DE|SH|Kreis Plön"
37.43,13.26,"IT|Sicilia|Sicily"
49.07,8,"DE|RP|Bas-Rhin"
51.52,9.3,"DE|NRW|Detmold"
48.08,8.01,"DE|BW|Freiburg"
49.33,18.27,"CZ|Zlín Region|Zlínský kraj"
48.27,9.55,"DE|BW|TÜ"
49.02,9.05,"DE|BW|Süd"
49.58,11.01,"DE|BY|Middle Franconia"
50.07,11,"DE|BY|Oberfranken"
53.32,9.5,"DE|NDS|Rotenburg (Wümme)"
51.08,13.26,"DE|SN|MEI"
49.46,11.19,"DE|BY|Mittelfranken"
49.13,9.22,"DE|BW|Süd"
49.23,12.43,"DE|BY|Oberpfalz"
47.42,12.01,"AT|Tyrol|Tirol"
50.1,7.34,"DE|RP|Cochem-Zell"
51.35,10.43,"DE|TH|EIC"
50.23,6.59,"DE|RP|K"
56,11.42,"DK|Sjællands Odde"
53.12,12.12,"DE|BB|Prignitz"
37.57,9.22,""
53.48,10.43,"DE|SH|Herzogtum Lauenburg"
47.27,0.43,"FR|Centre-Val de Loire|Indre-et-Loire"
49.1,8.18,"DE|RP|GER"
49.37,6.56,"FR|Grand Est|Moselle"
58.27,6.01,"NO|Rogaland|Sokndal"
48.12,15.37,"AT|Niederösterreich|Lower Austria"
47.24,10.59,"AT|Tirol|Tyrol"
50.29,9.15,"DE|HE|DA"
54.19,5.52,""
47.44,26.39,"RO|SV|Comuna Preutești"
13.1,30.14,"SD|North Kurdufan|Bara"
50.29,19.05,"PL|Silesian Voivodeship|Województwo Śląskie"
49.25,12.17,"DE|BY|Oberpfalz"
51.55,10.26,"DE|NDS|GÖ"
12.4,45.02,""
40.44,13.57,""
51.19,9.04,"DE|HE|KS"
23.06,121.22,"TW|Taiwan|台東縣"
46.25,14.17,"SI|Škofja Loka|Municipality of Železniki"
53.24,14.37,"DE|BB|gryfiński"
50.17,11.51,"DE|BY|Upper Franconia"
36.04,120.2,"CN|Shandong|Shan Dong Sheng"
41.45,3.05,""
48.55,11.51,"DE|BY|Oberbayern"
51.27,7.01,"DE|NRW|Düsseldorf"
48.42,11.51,"DE|BY|Upper Bavaria"
48.42,11.01,"DE|BY|Schwaben"
39.59,46.56,"AZ|Սյունիքի մարզ|Lachin District"
41,39.43,"TR|Trabzon|Akçaabat"
60.19,24.58,"FI|Uusimaa|Helsinki"
50.32,7.11,"DE|RP|Mayen-Koblenz"
51.38,8.44,"DE|NRW|Arnsberg"
15.37,39.27,"ER|Northern Red Sea|Ghinda"
51.38,12.19,"DE|SN|Nordsachsen"
14.31,121,"PH|Calabarzon|Cavite"
50.13,8.44,"DE|HE|DA"
58.54,13.12,"SE|Västra Götaland County|Västra Götalands län"
30.42,103.5,"CN|Si Chuan Sheng|Sichuan"
48.47,12.15,"DE|BY|Niederbayern"
48.54,9.12,"DE|BW|TÜ"
62.34,6.07,"NO|Møre og Romsdal|Hareid kommune"
52.39,0.34,"GB|England|Cambridgeshire"
63.15,143.09,"RU|Sakha Republic|Oymyakonsky District"
47.2,13.17,"AT|Salzburg|St. Johann im Pongau"
55.24,12.09,"DK|Region Zealand|Faxe"
46.59,13.11,"AT|IT|Kärnten"
51.57,7.47,"DE|NRW|Arnsberg"
51.26,8.16,"DE|NRW|Arnsberg"
62.19,27.52,"FI|South Savo|Pieksämäki sub-region"
50.34,8.14,"DE|HE|GI"
50.59,7.07,"DE|RP|K"
53.07,45.01,"RU|Penzenskaya oblast'|Penza Oblast"
50.22,11.37,"DE|BY|Oberfranken"
49.22,8.12,"DE|RP|Südliche Weinstraße"
51.56,13.53,"DE|BB|Elbe-Elster"
50.54,6.17,"BE|Région Wallonne|Wallonia"
52.53,8.14,"DE|NDS|VEC"
52.06,12.53,"DE|BB|Potsdam-Mittelmark"
51.4,10.21,"DE|TH|EIC"
51.4,11.46,"DE|SA|Landkreis Mansfeld-Südharz"
51.01,10.13,"DE|HE|KS"
46.11,6.53,"FR|Auvergne-Rhône-Alpes|Haute-Savoie"
47.51,16.32,"AT|Lower Austria|Niederösterreich"
48.28,7.57,"FR|Grand Est|Bas-Rhin"
49.26,7.44,"DE|RP|Moselle"
52.16,104.21,"RU|Irkutskaya oblast'|Irkutsk Oblast"
50.2,11.42,"DE|BY|Oberfranken"
50.53,10.39,"DE|TH|Schmalkalden-Meiningen"
50.53,6.07,"BE|Région Wallonne|Wallonia"
48.41,12.37,"DE|BY|Niederbayern"
22.47,89.32,"BD|Khulna Division|Khulna District"
51.39,11.31,"DE|TH|Kyffhäuserkreis"
48.22,11.34,"DE|BY|Upper Bavaria"
48.14,8.56,"DE|BW|Freiburg"
52.11,9.28,"DE|NDS|Hamelin-Pyrmont"
48.59,9.11,"DE|BW|TÜ"
49.11,10.03,"DE|BW|Süd"
48.36,8.53,"DE|BW|Freiburg"
25.02,121.31,"TW|桃園市|Taoyuan City"
50.11,8.28,"DE|HE|DA"
47.53,10.36,"DE|BY|Schwaben"
50.11,12.03,"DE|BY|Oberfranken"
50.11,7.14,"DE|RP|Cochem-Zell"
46.28,9.11,"CH|GR|Moesa"
52.25,11.58,"DE|SA|Börde"
47.11,8.28,"CH|LU|Hochdorf"
46.47,14.59,"AT|Carinthia|Kärnten"
52.01,12.1,"DE|SA|Landkreis Anhalt-Bitterfeld"
22.38,113.49,"CN|Guang Dong Sheng|Guangdong Province"
48.5,11.08,"DE|BY|Schwaben"
48.4,7.59,"FR|Grand Est|Bas-Rhin"
21.13,110.24,"CN|Guang Dong Sheng|Guangdong Province"
52.28,10.11,"DE|NDS|PE"
22.39,88.27,"IN|WB|South 24 Parganas"
50.08,8.39,"DE|HE|DA"
50.08,11.14,"DE|BY|Upper Franconia"
48.16,10.59,"DE|BY|Schwaben"
47.39,11.28,"AT|Tirol|Tyrol"
51.33,6.57,"DE|NRW|Düsseldorf"
54.1,7.53,""
51.58,8.39,"DE|NRW|Arnsberg"
54.53,12.11,"DK|Gedser"
11.33,104.51,"KH|Kampong Speu Province|Samraong Tong"
49.28,8.11,"DE|RP|Südliche Weinstraße"
51.14,33.12,"UA|Sums'ka oblast|Sumy Oblast"
50.39,11.53,"DE|TH|Upper Franconia"
9.3,44.05,"SO|Woqooyi Galbeed|Hargeysa"
51.14,9.53,"DE|HE|KS"
51.43,10.36,"DE|TH|EIC"
53.41,13.34,"DE|MV|Mecklenburgische Seenplatte"
48.1,17.12,"SK|Bratislava Region|Bratislavský kraj"
54.14,37.37,"RU|Tulskaya oblast'|Tula Oblast"
49.35,10.56,"DE|BY|Mittelfranken"
52.23,13.31,"DE|BB|Teltow-Fläming"
49.35,10.31,"DE|BY|Mittelfranken"
49.39,11.28,"DE|BY|Mittelfranken"
52.12,11.25,"DE|SA|Börde"
33.35,130.23,"JP|Saga"
55.46,52.03,"RU|Respublika Tatarstan|Republic of Tatarstan"
56.41,16.18,"SE|Kalmar County"
55.12,19,""
53.14,8.28,"DE|NDS|Kreisfreie Stadt Oldenburg"
48.37,12.25,"DE|BY|Lower Bavaria"
47.15,5.59,"FR|Bourgogne-Franche-Comté|Jura"
48.37,17.5,"SK|Trnava Region|Trnavský kraj"
50.12,6.5,"DE|RP|Bitburg-Prüm"
47.58,7.57,"FR|Grand Est|Haut-Rhin"
47.16,9.37,"CH|SG|Werdenberg"
49.55,10.14,"DE|BY|Mittelfranken"
50.25,12.3,"DE|SN|V"
9.27,100.02,"TH|จ.สุราษฎร์ธานี|Ko Samui District"
53.3,7.07,"NL|GR|Delfzijl"
51.13,12.57,"DE|SN|Leipzig"
28.14,112.52,"CN|Hu Nan Sheng|Hunan"
36.42,28.47,""
8.29,76.57,""
47.38,11.04,"AT|Tyrol|Tirol"
50.58,7.43,"DE|RP|K"
48.23,13.03,"AT|Oberösterreich|Upper Austria"
47.38,12.54,"AT|Salzburg|Zell am See District"
46.13,14.29,"SI|Škofja Loka|Municipality of Škofja Loka"
51.1,14.28,"DE|SN|BZ"
48.35,13.28,"DE|BY|Niederbayern"
52.37,12.47,"DE|BB|Potsdam-Mittelmark"
53.23,13.03,"DE|MV|Mecklenburgische Seenplatte"
53.23,7.14,"NL|GR|Oldambt"
43.51,35.15,""
37.07,70.31,"AF|Badakhshan|Fayzabad"
61.1,6.39,"NO|Vestland|Sogndal Municipality"
48.24,12.47,"DE|BY|Oberbayern"
48.44,9.39,"DE|BW|TÜ"
50.54,9.25,"DE|HE|GI"
46.31,8.41,"IT|Piedmont|VB"
44.04,6,"FR|Provence-Alpes-Côte d'Azur|Alpes-de-Haute-Provence"
49,8.27,"DE|RP|KA"
51.24,7.11,"DE|NRW|Düsseldorf"
46.58,10.11,"IT|Lombardia|Lombardy"
51.24,9.22,"DE|HE|KS"
53.27,7.56,"DE|NDS|Leer"
47.5,10.52,"AT|Tyrol|Tirol"
39.02,125.47,"KP|Nampho|South Pyongan"
49.07,8.07,"DE|RP|GER"
47.45,12.3,"AT|Tirol|Tyrol"
47.04,17.5,"HU|Veszprém|Ajka District"
47.46,12.01,"AT|Tirol|Tyrol"
54.24,10.22,"DE|SH|Kreis Plön"
56.37,23.19,"LT|LV|Dobele Municipality"
50.07,14.32,"CZ|Hlavní město Praha|Praha"
46.55,18.03,"HU|Somogy County|Kaposvár District"
13.55,100.36,"TH|จ.สมุทรสาคร|อ.เมือง"
63.42,9.36,"NO|Trøndelag|Orkland"
52.55,10.11,"DE|NDS|CE"
48.45,12.33,"DE|BY|Lower Bavaria"
44.5,76.16,"KZ|Almaty Province|Ile District"
49.46,8.51,"DE|BW|KA"
37.12,49.38,"IR|Gilan Province|Shaft"
41.59,33.46,"TR|Kastamonu|Daday"
49.13,13.04,"DE|BY|Niederbayern"
50.2,9.33,"DE|HE|DA"
50.47,7.5,"DE|RP|K"
48.22,7.5,"FR|Grand Est|Bas-Rhin"
46.52,1.43,"FR|Centre-Val de Loire|Indre"
48.12,10.44,"DE|BY|Schwaben"
63.56,65.03,"RU|ХМАО|Beryozovsky District"
57.08,1.4,""
39.01,0.56,"ES"
47.37,7.36,"CH|JU|Delémont District"
52.27,8.34,"DE|NDS|Detmold"
49.44,10.11,"DE|BW|Süd"
46.09,9.21,"IT|Lombardy|CO"
35.31,24.01,"GR|Decentralized Administration of Crete|Crete"
51.19,10.11,"DE|HE|KS"
47.54,13.47,"AT|Salzburg|Hallein"
47.54,11.22,"DE|BY|Oberbayern"
49.32,7.02,"DE|SL|Regionalverband Saarbrücken"
49.57,7.02,"DE|SL|Landkreis St. Wendel"
43.2,21.54,"RS|Toplički okrug|Toplica District"
64.45,47.39,"RU|Arkhangelsk Oblast|Leshukonsky District"
12.03,8.32,"NG|KN|Tofa"
6.54,79.52,""
36.12,44.01,"IQ|Erbil Governorate|Kurdistan Region"
49.2,12.05,"DE|BY|Upper Palatinate"
52.07,7.52,"DE|NRW|MS"
15.23,73.49,""
49.59,11.24,"DE|BY|Middle Franconia"
50.45,13.05,"CZ|Ústecký kraj|Ústí nad Labem Region"
37.54,23.44,"GR|Nisi|Islands"
48.38,9.51,"DE|BW|TÜ"
52.59,108.17,"RU|Buryatia|Pribaykalsky District"
48.38,12.51,"DE|BY|Oberbayern"
54.29,7.22,""
52.13,27.52,"BY|Brest Region|Gomel Region"
50.31,9.13,"DE|HE|DA"
18.14,109.31,"CN|Hainan|Sanya"
48.54,8.44,"DE|BW|KA"
56.41,12.5,"SE|Skåne County"
50.31,7.44,"DE|RP|Mayen-Koblenz"
47.07,11.26,"AT|Tirol|Tyrol"
52.31,7.19,"DE|NDS|Grafschaft Bentheim"
46.57,8.01,"CH|BE|Interlaken-Oberhasli"
51.32,7.13,"DE|NRW|Düsseldorf"
48.07,8.01,"DE|BW|Freiburg"
33.31,126.3,"KR|Jeju-do|Seogwipo-si"
51.57,8.01,"DE|NRW|Arnsberg"
46.39,10.16,"CH|GR|Bezirk Bernina"
48.2,4.01,"FR|Grand Est|Aube"
25.2,55.31,"AE|Dubai"
51.18,6.12,"NL|LI|Roerdalen"
49.43,12.24,"DE|BY|Oberpfalz"
51.2,11.27,"DE|TH|SÖM"
50.59,6.48,"DE|NRW|K"
50.16,9.22,"DE|HE|DA"
50.16,8.22,"DE|HE|DA"
40.59,24.36,"GR"
52.57,12.51,"DE|BB|HVL"
50.14,8.41,"DE|HE|DA"
51.47,14.19,"DE|SN|BZ"
9.33,31.39,"SS|Upper Nile|Atar"
48.39,8.41,"DE|BW|KA"
48.11,8.38,"DE|BW|Freiburg"
50.06,11.1,"DE|BY|Oberfranken"
35.1,126.53,"KR|Jeollanam-do|Hampyeong-gun"
52.14,9.16,"DE|NDS|Detmold"
35.4,10.06,"TN|Gouvernorat de Kairouan|Kairouan"
24.21,109.24,"CN|Guang Xi Zhuang Zu Zi Zhi Qu|Guangxi"
49.15,10.53,"DE|BY|Mittelfranken"
49.15,8.53,"DE|BW|KA"
47.35,9.41,"CH|AI|Appenzell District"
53.03,12.46,"DE|BB|Ostprignitz-Ruppin"
48.31,135.1,"RU|Khabarovskiy kray|Khabarovsk Krai"
51.4,10.53,"DE|TH|NDH"
54.01,6.35,""
50.51,8.2,"DE|HE|GI"
60.36,7.3,"NO|Vestland|Eidfjord Municipality"
8.28,76.57,""
36.17,6.37,"DZ|Wilaya de Mila|Mila Province"
49.53,12.21,"DE|BY|Oberpfalz"
49.26,9.2,"DE|BW|Süd"
51.01,7.35,"DE|NRW|K"
50.18,6.23,"DE|RP|Liège"
41.35,60.39,"UZ|Xorazm Viloyati|Xorazm Region"
46.26,10.23,"IT|Lombardia|Lombardy"
4.12,73.32,"MV|Kaafu Atoll|Gulhi Falhu"
49.18,9.21,"DE|BW|Süd"
48.41,13.44,"AT|Upper Austria|Oberösterreich"
49.23,12.41,"DE|BY|Oberpfalz"
51.35,6.58,"DE|NRW|Düsseldorf"
36.16,59.38,"IR|Razavi Khorasan Province|Tajar"
51.39,10.38,"DE|TH|EIC"
51.59,14.18,"DE|BB|Spree-Neiße"
43.17,20.48,"RS|Regjioni i Mitrovicës|Raški okrug"
48.34,8.43,"DE|BW|KA"
